id,nr_employees,nr_closed_cubicles,nr_meeting_room_total_occupancy,industry,city,sqm_social_zones,sqm_net_area
56,90,23,16,tech,Oslo,292,1090
57,52,11,10,tech,Oslo,148,682
58,88,22,16,tech,Oslo,284,934
59,100,26,21,tech,Oslo,332,1176
60,77,19,17,tech,Oslo,241,1071
61,44,9,8,tech,Oslo,120,424
62,60,14,14,tech,Oslo,177,655
63,43,9,10,tech,Oslo,117,499
64,91,23,22,tech,Oslo,296,1078
65,64,15,16,tech,Oslo,192,806
66,97,25,21,tech,Oslo,320,1057
67,52,11,9,tech,Oslo,148,690
68,93,23,21,tech,Oslo,304,1091
69,64,15,11,tech,Oslo,192,794
70,89,22,17,tech,Oslo,288,986
71,101,26,19,tech,Oslo,336,1483
72,90,23,20,tech,Oslo,292,1015
73,102,26,24,tech,Oslo,340,1675
74,37,7,6,tech,Oslo,96,376
75,69,16,15,tech,Oslo,211,693
76,68,16,13,tech,Oslo,207,711
77,33,6,6,tech,Oslo,83,318
78,115,30,23,tech,Oslo,394,1513
79,74,18,16,tech,Oslo,230,751
80,34,7,6,tech,Oslo,86,318
81,115,30,20,tech,Oslo,394,1265
82,40,8,8,tech,Oslo,106,409
83,80,20,19,tech,Oslo,253,1116
84,90,23,18,tech,Oslo,292,1048
85,51,11,12,tech,Oslo,145,664
86,97,25,17,tech,Oslo,320,1027
87,116,31,23,tech,Oslo,398,1763
88,62,14,11,tech,Oslo,185,812
89,110,29,20,tech,Oslo,373,1283
90,117,31,20,tech,Oslo,402,1309
91,77,19,16,tech,Oslo,241,1091
92,62,14,11,tech,Oslo,185,834
93,39,8,8,tech,Oslo,103,383
94,92,23,22,tech,Oslo,300,1089
95,94,24,22,tech,Oslo,308,1246
96,95,24,20,tech,Oslo,312,1521
97,101,26,24,tech,Oslo,336,1393
98,39,8,9,tech,Oslo,103,427
99,37,7,7,tech,Oslo,96,331
100,76,18,16,tech,Oslo,237,1116
101,48,10,11,tech,Oslo,134,459
102,35,7,8,tech,Oslo,90,359
103,67,16,16,tech,Oslo,203,858
104,117,31,26,tech,Oslo,402,1925
105,69,16,11,tech,Oslo,211,747
106,111,29,19,tech,Oslo,377,1770
107,55,12,12,tech,Oslo,159,512
108,42,9,8,tech,Oslo,113,414
109,99,25,23,tech,Oslo,328,1091
110,55,12,12,tech,Oslo,159,755
111,83,20,14,tech,Oslo,265,940
112,96,24,19,tech,Oslo,316,1346
113,46,10,11,tech,Oslo,127,487
114,88,22,22,tech,Oslo,284,1182
115,107,28,25,tech,Oslo,361,1555
116,102,26,17,tech,Oslo,340,1463
117,108,28,26,tech,Oslo,365,1394
118,97,25,16,tech,Oslo,320,1250
119,31,6,8,tech,Oslo,77,365
120,117,31,26,tech,Oslo,402,1573
121,79,19,14,tech,Oslo,249,1176
122,74,18,13,tech,Oslo,230,876
123,101,26,19,tech,Oslo,336,1170
124,46,10,10,tech,Oslo,127,592
125,52,11,10,tech,Oslo,148,542
126,111,29,19,tech,Oslo,377,1770
127,95,24,20,tech,Oslo,312,1496
128,109,28,23,tech,Oslo,369,1425
129,67,16,11,tech,Oslo,203,950
130,56,13,10,tech,Oslo,163,681
131,45,10,11,tech,Oslo,124,609
132,105,27,21,tech,Oslo,352,1366
133,81,20,17,tech,Oslo,257,1152
134,73,17,13,tech,Oslo,226,964
135,37,7,9,tech,Oslo,96,375
136,44,9,10,tech,Oslo,120,404
137,91,23,18,tech,Oslo,296,1010
138,78,19,19,tech,Oslo,245,1194
139,116,31,20,tech,Oslo,398,1539
140,32,6,7,tech,Oslo,80,334
141,52,11,13,tech,Oslo,148,540
142,32,6,8,tech,Oslo,80,319
143,95,24,17,tech,Oslo,312,1276
144,32,6,7,tech,Oslo,80,258
145,84,21,19,tech,Oslo,268,1076
146,76,18,18,tech,Oslo,237,1176
147,62,14,12,tech,Oslo,185,631
148,78,19,19,tech,Oslo,245,847
149,49,11,8,tech,Oslo,138,465
150,79,19,15,tech,Oslo,249,1027
151,113,30,22,tech,Oslo,385,1749
152,72,17,12,tech,Oslo,222,960
153,56,13,11,tech,Oslo,163,618
154,88,22,20,tech,Oslo,284,1375
155,34,7,6,tech,Oslo,86,395
156,84,21,17,tech,Oslo,268,917
157,41,8,9,tech,Oslo,110,378
158,89,22,20,tech,Oslo,288,1200
159,35,7,7,tech,Oslo,90,398
160,81,20,17,tech,Oslo,257,838
161,50,11,11,tech,Oslo,141,546
162,88,22,15,tech,Oslo,284,1176
163,47,10,10,tech,Oslo,131,531
164,68,16,14,tech,Oslo,207,860
165,119,32,25,tech,Oslo,410,1427
166,73,17,13,tech,Oslo,226,919
167,39,8,7,tech,Oslo,103,348
168,35,7,8,tech,Oslo,90,370
169,69,16,13,tech,Oslo,211,880
170,90,23,19,tech,Oslo,292,1248
171,47,10,12,tech,Oslo,131,467
172,34,7,8,tech,Oslo,86,290
173,45,10,9,tech,Oslo,124,438
174,77,19,19,tech,Oslo,241,1191
175,36,7,7,tech,Oslo,93,304
176,57,13,11,tech,Oslo,166,701
177,116,31,24,tech,Oslo,398,1888
178,117,31,27,tech,Oslo,402,1599
179,84,21,19,tech,Oslo,268,943
180,57,13,11,tech,Oslo,166,589
181,57,13,11,tech,Oslo,166,595
182,112,29,23,tech,Oslo,381,1610
183,54,12,10,tech,Oslo,155,649
184,54,12,10,tech,Oslo,155,649
185,97,25,18,tech,Oslo,320,1384
186,71,17,17,tech,Oslo,218,994
187,67,16,13,tech,Oslo,203,799
188,63,15,14,tech,Oslo,188,824
189,71,17,16,tech,Oslo,218,1066
190,105,27,25,tech,Oslo,352,1432
191,74,18,14,tech,Oslo,230,737
192,72,17,14,tech,Oslo,222,907
193,117,31,20,tech,Oslo,402,1713
194,58,13,11,tech,Oslo,170,605
195,38,8,9,tech,Oslo,100,404
196,30,6,6,tech,Oslo,74,332
197,88,22,17,tech,Oslo,284,1080
198,52,11,11,tech,Oslo,148,537
199,87,22,16,tech,Oslo,280,1161
200,96,24,22,tech,Oslo,316,1427
201,69,16,12,tech,Oslo,211,730
202,77,19,17,tech,Oslo,241,962
203,85,21,16,tech,Oslo,272,1193
204,75,18,16,tech,Oslo,234,893
205,91,23,15,tech,Oslo,296,940
206,113,30,19,tech,Oslo,385,1299
207,50,11,12,tech,Oslo,141,496
208,52,11,11,tech,Oslo,148,667
209,88,22,21,tech,Oslo,284,1362
210,109,28,20,tech,Oslo,369,1503
211,78,19,15,tech,Oslo,245,1084
212,116,31,26,tech,Oslo,398,1578
213,87,22,21,tech,Oslo,280,1161
214,76,18,14,tech,Oslo,237,935
215,32,6,7,tech,Oslo,80,271
216,68,16,17,tech,Oslo,207,689
217,92,23,17,tech,Oslo,300,1206
218,30,6,6,tech,Oslo,74,343
219,40,8,7,tech,Oslo,106,397
220,62,14,13,tech,Oslo,185,616
221,92,23,22,tech,Oslo,300,1264
222,62,14,13,tech,Oslo,185,824
223,89,22,21,tech,Oslo,288,1077
224,58,13,11,tech,Oslo,170,625
225,107,28,20,tech,Oslo,361,1302
226,69,16,15,tech,Oslo,211,898
227,81,20,17,tech,Oslo,257,964
228,97,25,24,tech,Oslo,320,1282
229,33,6,7,tech,Oslo,83,361
230,111,29,19,tech,Oslo,377,1210
231,96,24,17,tech,Oslo,316,1061
232,105,27,19,tech,Oslo,352,1292
233,117,31,22,tech,Oslo,402,1799
234,74,18,16,tech,Oslo,230,1023
235,50,11,10,tech,Oslo,141,623
236,45,10,11,tech,Oslo,124,538
237,32,6,7,tech,Oslo,80,271
238,41,8,10,tech,Oslo,110,491
239,46,10,11,tech,Oslo,127,560
240,110,29,24,tech,Oslo,373,1640
241,69,16,14,tech,Oslo,211,787
242,111,29,28,tech,Oslo,377,1902
243,57,13,12,tech,Oslo,166,730
244,71,17,14,tech,Oslo,218,852
245,116,31,25,tech,Oslo,398,1916
246,77,19,13,tech,Oslo,241,775
247,93,23,21,tech,Oslo,304,1091
248,37,7,9,tech,Oslo,96,390
249,106,28,18,tech,Oslo,357,1160
250,47,10,10,tech,Oslo,131,438
251,48,10,10,tech,Oslo,134,611
252,108,28,23,tech,Oslo,365,1789
253,115,30,20,tech,Oslo,394,1360
254,43,9,9,tech,Oslo,117,477
255,57,13,13,tech,Oslo,166,583
256,111,29,18,tech,Oslo,377,1608
257,69,16,13,tech,Oslo,211,880
258,55,12,13,tech,Oslo,159,583
259,107,28,18,tech,Oslo,361,1401
260,41,8,8,tech,Oslo,110,406
261,113,30,21,tech,Oslo,385,1676
262,31,6,6,tech,Oslo,77,337
263,92,23,16,tech,Oslo,300,969
264,48,10,10,tech,Oslo,134,622
265,96,24,20,tech,Oslo,316,1523
266,117,31,25,tech,Oslo,402,1581
267,62,14,11,tech,Oslo,185,696
268,94,24,21,tech,Oslo,308,1339
269,89,22,18,tech,Oslo,288,1310
270,112,29,20,tech,Oslo,381,1304
271,104,27,23,tech,Oslo,348,1604
272,87,22,17,tech,Oslo,280,921
273,70,17,13,tech,Oslo,215,841
274,110,29,23,tech,Oslo,373,1230
275,31,6,6,tech,Oslo,77,280
276,107,28,24,tech,Oslo,361,1441
277,57,13,11,tech,Oslo,166,701
278,48,10,11,tech,Oslo,134,583
279,98,25,21,tech,Oslo,324,1574
280,53,12,12,tech,Oslo,152,630
281,31,6,7,tech,Oslo,77,333
282,91,23,22,tech,Oslo,296,1437
283,77,19,15,tech,Oslo,241,876
284,34,7,6,tech,Oslo,86,308
285,31,6,5,tech,Oslo,77,338
286,68,16,11,tech,Oslo,207,826
287,102,26,22,tech,Oslo,340,1345
288,67,16,16,tech,Oslo,203,748
289,95,24,24,tech,Oslo,312,1552
290,116,31,24,tech,Oslo,398,1593
291,99,25,17,tech,Oslo,328,1335
292,33,6,6,tech,Oslo,83,378
293,72,17,15,tech,Oslo,222,952
294,80,20,20,tech,Oslo,253,1221
295,82,20,15,tech,Oslo,261,1114
296,96,24,20,tech,Oslo,316,1149
297,45,10,7,tech,Oslo,124,405
298,70,17,12,tech,Oslo,215,968
299,90,23,17,tech,Oslo,292,1158
300,52,11,12,tech,Oslo,148,628
301,61,14,10,tech,Oslo,181,812
302,57,13,11,tech,Oslo,166,741
303,70,17,16,tech,Oslo,215,919
304,102,26,24,tech,Oslo,340,1292
305,68,16,14,tech,Oslo,207,835
306,82,20,18,tech,Oslo,261,1025
307,118,31,27,tech,Oslo,406,1916
308,66,15,12,tech,Oslo,199,763
309,59,13,12,tech,Oslo,174,636
310,113,30,24,tech,Oslo,385,1276
311,56,13,10,tech,Oslo,163,623
312,96,24,18,tech,Oslo,316,1107
313,60,14,14,tech,Oslo,177,859
314,44,9,9,tech,Oslo,120,479
315,111,29,23,tech,Oslo,377,1318
316,96,24,23,tech,Oslo,316,1450
317,102,26,25,tech,Oslo,340,1544
318,48,10,11,tech,Oslo,134,615
319,107,28,23,tech,Oslo,361,1342
320,111,29,27,tech,Oslo,377,1620
321,84,21,16,tech,Oslo,268,1180
322,35,7,8,tech,Oslo,90,287
323,115,30,22,tech,Oslo,394,1328
324,30,6,6,tech,Oslo,74,340
325,89,22,15,tech,Oslo,288,1279
326,107,28,25,tech,Oslo,361,1767
327,32,6,7,tech,Oslo,80,365
328,68,16,12,tech,Oslo,207,933
329,101,26,20,tech,Oslo,336,1096
330,114,30,20,tech,Oslo,389,1443
331,77,19,15,tech,Oslo,241,1159
332,55,12,12,tech,Oslo,159,575
333,98,25,24,tech,Oslo,324,1375
334,53,12,12,tech,Oslo,152,636
335,92,23,18,tech,Oslo,300,1130
336,42,9,8,tech,Oslo,113,490
337,55,12,11,tech,Oslo,159,663
338,74,18,12,tech,Oslo,230,750
339,36,7,8,tech,Oslo,93,432
340,35,7,8,tech,Oslo,90,370
341,100,26,24,tech,Oslo,332,1256
342,58,13,12,tech,Oslo,170,565
343,30,6,6,tech,Oslo,74,248
344,58,13,10,tech,Oslo,170,664
345,109,28,26,tech,Oslo,369,1282
346,106,28,22,tech,Oslo,357,1675
347,87,22,21,tech,Oslo,280,1196
348,63,15,14,tech,Oslo,188,670
349,108,28,19,tech,Oslo,365,1217
350,34,7,7,tech,Oslo,86,304
351,80,20,15,tech,Oslo,253,906
352,39,8,8,tech,Oslo,103,342
353,68,16,13,tech,Oslo,207,703
354,105,27,24,tech,Oslo,352,1320
355,67,16,15,tech,Oslo,203,965
356,104,27,18,tech,Oslo,348,1677
357,118,31,28,tech,Oslo,406,1706
358,119,32,21,tech,Oslo,410,1976
359,60,14,14,tech,Oslo,177,582
360,99,25,19,tech,Oslo,328,1062
361,112,29,19,tech,Oslo,381,1235
362,77,19,15,tech,Oslo,241,847
363,83,20,20,tech,Oslo,265,933
364,101,26,17,tech,Oslo,336,1611
365,36,7,6,tech,Oslo,93,404
366,74,18,13,tech,Oslo,230,1004
367,84,21,21,tech,Oslo,268,1331
368,110,29,26,tech,Oslo,373,1880
369,104,27,19,tech,Oslo,348,1280
370,43,9,8,tech,Oslo,117,387
371,64,15,12,tech,Oslo,192,887
372,43,9,10,tech,Oslo,117,429
373,60,14,15,tech,Oslo,177,758
374,103,27,21,tech,Oslo,344,1414
375,61,14,13,tech,Oslo,181,869
376,58,13,11,tech,Oslo,170,625
377,72,17,14,tech,Oslo,222,1050
378,45,10,10,tech,Oslo,124,410
379,47,10,9,tech,Oslo,131,472
380,57,13,12,tech,Oslo,166,716
381,56,13,12,tech,Oslo,163,790
382,44,9,10,tech,Oslo,120,467
383,80,20,19,tech,Oslo,253,906
384,74,18,13,tech,Oslo,230,867
385,114,30,23,tech,Oslo,389,1470
386,67,16,17,tech,Oslo,203,1011
387,58,13,12,tech,Oslo,170,653
388,58,13,11,tech,Oslo,170,592
389,58,13,14,tech,Oslo,170,641
390,61,14,11,tech,Oslo,181,621
391,93,23,16,tech,Oslo,304,1305
392,57,13,14,tech,Oslo,166,604
393,87,22,16,tech,Oslo,280,1206
394,54,12,9,tech,Oslo,155,707
395,87,22,15,tech,Oslo,280,1007
396,85,21,17,tech,Oslo,272,960
397,34,7,6,tech,Oslo,86,388
398,93,23,19,tech,Oslo,304,1322
399,36,7,7,tech,Oslo,93,304
400,101,26,22,tech,Oslo,336,1653
401,96,24,23,tech,Oslo,316,1411
402,69,16,17,tech,Oslo,211,759
403,42,9,8,tech,Oslo,113,468
404,58,13,10,tech,Oslo,170,771
405,89,22,16,tech,Oslo,288,921
406,51,11,11,tech,Oslo,145,539
407,114,30,19,tech,Oslo,389,1388
408,51,11,12,tech,Oslo,145,658
409,98,25,19,tech,Oslo,324,1144
410,103,27,20,tech,Oslo,344,1390
411,45,10,9,tech,Oslo,124,561
412,56,13,13,tech,Oslo,163,673
413,103,27,19,tech,Oslo,344,1576
414,80,20,15,tech,Oslo,253,1171
415,83,20,20,tech,Oslo,265,999
416,73,17,15,tech,Oslo,226,773
417,62,14,13,tech,Oslo,185,875
418,64,15,15,tech,Oslo,192,916
419,117,31,25,tech,Oslo,402,1830
420,73,17,16,tech,Oslo,226,964
421,42,9,7,tech,Oslo,113,355
422,73,17,17,tech,Oslo,226,770
423,106,28,25,tech,Oslo,357,1438
424,75,18,18,tech,Oslo,234,823
425,30,6,6,tech,Oslo,74,260
426,53,12,11,tech,Oslo,152,683
427,87,22,15,tech,Oslo,280,962
428,38,8,8,tech,Oslo,100,385
429,51,11,13,tech,Oslo,145,667
430,108,28,22,tech,Oslo,365,1479
431,65,15,15,tech,Oslo,196,905
432,84,21,18,tech,Oslo,268,1112
433,110,29,20,tech,Oslo,373,1479
434,60,14,13,tech,Oslo,177,820
435,103,27,23,tech,Oslo,344,1661
436,92,23,19,tech,Oslo,300,1163
437,86,21,15,tech,Oslo,276,1021
438,108,28,22,tech,Oslo,365,1449
439,54,12,13,tech,Oslo,155,579
440,100,26,18,tech,Oslo,332,1433
441,78,19,17,tech,Oslo,245,863
442,112,29,27,tech,Oslo,381,1761
443,78,19,16,tech,Oslo,245,1193
444,49,11,9,tech,Oslo,138,580
445,43,9,8,tech,Oslo,117,511
446,86,21,16,tech,Oslo,276,1029
447,51,11,12,tech,Oslo,145,688
448,34,7,8,tech,Oslo,86,321
449,106,28,20,tech,Oslo,357,1233
450,81,20,14,tech,Oslo,257,1011
451,40,8,8,tech,Oslo,106,388
452,94,24,19,tech,Oslo,308,1106
453,110,29,25,tech,Oslo,373,1370
454,44,9,9,tech,Oslo,120,379
455,100,26,18,tech,Oslo,332,1487
456,106,28,22,tech,Oslo,357,1704
457,72,17,17,tech,Oslo,222,989
458,34,7,6,tech,Oslo,86,308
459,41,8,10,tech,Oslo,110,482
460,114,30,23,tech,Oslo,389,1853
461,67,16,13,tech,Oslo,203,734
462,118,31,25,tech,Oslo,406,2012
463,44,9,10,tech,Oslo,120,549
464,93,23,15,tech,Oslo,304,1079
465,107,28,19,tech,Oslo,361,1613
466,101,26,17,tech,Oslo,336,1369
467,79,19,19,tech,Oslo,249,898
468,59,13,11,tech,Oslo,174,684
469,110,29,26,tech,Oslo,373,1739
470,80,20,15,tech,Oslo,253,814
471,89,22,19,tech,Oslo,288,966
472,33,6,6,tech,Oslo,83,327
473,60,14,10,tech,Oslo,177,556
474,79,19,16,tech,Oslo,249,815
475,31,6,7,tech,Oslo,77,290
476,41,8,8,tech,Oslo,110,372
477,82,20,20,tech,Oslo,261,1129
478,111,29,22,tech,Oslo,377,1433
479,110,29,18,tech,Oslo,373,1789
480,73,17,13,tech,Oslo,226,937
481,33,6,8,tech,Oslo,83,349
482,39,8,7,tech,Oslo,103,424
483,73,17,18,tech,Oslo,226,973
484,67,16,15,tech,Oslo,203,682
485,90,23,19,tech,Oslo,292,1296
486,95,24,19,tech,Oslo,312,1422
487,110,29,27,tech,Oslo,373,1576
488,42,9,10,tech,Oslo,113,451
489,79,19,19,tech,Oslo,249,1198
490,47,10,9,tech,Oslo,131,513
491,98,25,17,tech,Oslo,324,1400
492,58,13,11,tech,Oslo,170,558
493,62,14,11,tech,Oslo,185,674
494,108,28,23,tech,Oslo,365,1293
495,64,15,12,tech,Oslo,192,780
496,31,6,7,tech,Oslo,77,299
497,83,20,19,tech,Oslo,265,1078
498,115,30,24,tech,Oslo,394,1652
499,105,27,20,tech,Oslo,352,1372
500,75,22,21,tech,Bergen,234,1117
501,63,17,22,tech,Bergen,188,1286
502,33,9,8,tech,Bergen,83,489
503,42,9,13,tech,Bergen,113,544
504,78,18,28,tech,Bergen,245,1496
505,31,9,8,tech,Bergen,77,533
506,49,11,14,tech,Bergen,138,868
507,75,18,27,tech,Bergen,234,1477
508,47,13,15,tech,Bergen,131,728
509,71,17,21,tech,Bergen,218,1057
510,23,6,6,tech,Bergen,52,274
511,80,16,21,tech,Bergen,253,1195
512,41,11,15,tech,Bergen,110,812
513,80,19,25,tech,Bergen,253,1206
514,63,17,20,tech,Bergen,188,943
515,51,13,14,tech,Bergen,145,681
516,68,17,24,tech,Bergen,207,1374
517,27,7,9,tech,Bergen,64,404
518,56,12,14,tech,Bergen,163,986
519,31,8,10,tech,Bergen,77,452
520,31,7,9,tech,Bergen,77,425
521,70,15,20,tech,Bergen,215,978
522,29,8,9,tech,Bergen,70,480
523,30,6,11,tech,Bergen,74,486
524,38,8,14,tech,Bergen,100,706
525,67,15,19,tech,Bergen,203,1048
526,43,11,16,tech,Bergen,117,686
527,69,16,24,tech,Bergen,211,1063
528,28,7,10,tech,Bergen,67,390
529,52,11,19,tech,Bergen,148,941
530,49,12,16,tech,Bergen,138,723
531,40,10,11,tech,Bergen,106,530
532,64,15,20,tech,Bergen,192,1016
533,80,21,24,tech,Bergen,253,1276
534,55,15,20,tech,Bergen,159,1048
535,25,6,7,tech,Bergen,58,339
536,26,5,7,tech,Bergen,61,383
537,65,13,23,tech,Bergen,196,1271
538,30,8,11,tech,Bergen,74,420
539,78,17,21,tech,Bergen,245,1274
540,53,15,14,tech,Bergen,152,866
541,34,9,12,tech,Bergen,86,532
542,32,7,12,tech,Bergen,80,441
543,54,12,17,tech,Bergen,155,1053
544,75,19,19,tech,Bergen,234,1418
545,40,11,11,tech,Bergen,106,633
546,36,8,13,tech,Bergen,93,554
547,46,10,15,tech,Bergen,127,715
548,77,19,25,tech,Bergen,241,1153
549,61,17,21,tech,Bergen,181,1093
550,33,9,10,tech,Bergen,83,538
551,78,17,20,tech,Bergen,245,1497
552,52,14,17,tech,Bergen,148,1016
553,28,7,10,tech,Bergen,67,362
554,45,9,16,tech,Bergen,124,869
555,22,5,6,tech,Bergen,49,324
556,47,9,17,tech,Bergen,131,901
557,57,14,19,tech,Bergen,166,1137
558,67,17,19,tech,Bergen,203,1092
559,60,16,18,tech,Bergen,177,1192
560,70,18,19,tech,Bergen,215,1396
561,68,18,18,tech,Bergen,207,1095
562,44,12,12,tech,Bergen,120,727
563,28,7,10,tech,Bergen,67,493
564,66,14,19,tech,Bergen,199,1342
565,48,13,15,tech,Bergen,134,710
566,22,5,8,tech,Bergen,49,308
567,57,11,16,tech,Bergen,166,987
568,54,14,18,tech,Bergen,155,809
569,58,15,16,tech,Bergen,170,1060
570,76,19,26,tech,Bergen,237,1307
571,57,16,18,tech,Bergen,166,1089
572,43,11,12,tech,Bergen,117,674
573,76,18,25,tech,Bergen,237,1554
574,43,12,15,tech,Bergen,117,830
575,75,18,26,tech,Bergen,234,1211
576,52,14,19,tech,Bergen,148,755
577,54,13,19,tech,Bergen,155,1034
578,54,14,19,tech,Bergen,155,894
579,49,12,14,tech,Bergen,138,720
580,29,7,9,tech,Bergen,70,474
581,73,15,22,tech,Bergen,226,1307
582,22,6,8,tech,Bergen,49,320
583,49,10,17,tech,Bergen,138,786
584,58,14,17,tech,Bergen,170,1000
585,79,20,24,tech,Bergen,249,1517
586,68,19,25,tech,Bergen,207,1127
587,46,12,12,tech,Bergen,127,860
588,62,15,21,tech,Bergen,185,1153
589,46,12,14,tech,Bergen,127,824
590,38,9,10,tech,Bergen,100,671
591,41,9,14,tech,Bergen,110,691
592,52,12,16,tech,Bergen,148,936
593,64,16,20,tech,Bergen,192,1072
594,71,19,18,tech,Bergen,218,1047
595,22,6,7,tech,Bergen,49,255
596,32,6,9,tech,Bergen,80,393
597,43,9,12,tech,Bergen,117,633
598,76,18,24,tech,Bergen,237,1527
599,63,17,21,tech,Bergen,188,1170
600,35,9,10,tech,Bergen,90,605
601,75,17,24,tech,Bergen,234,1345
602,51,14,14,tech,Bergen,145,928
603,48,12,16,tech,Bergen,134,685
604,56,14,20,tech,Bergen,163,1023
605,55,14,14,tech,Bergen,159,1076
606,40,10,11,tech,Bergen,106,543
607,59,14,18,tech,Bergen,174,1221
608,53,14,16,tech,Bergen,152,939
609,67,17,19,tech,Bergen,203,1318
610,44,12,16,tech,Bergen,120,866
611,47,11,17,tech,Bergen,131,871
612,48,12,15,tech,Bergen,134,748
613,22,5,8,tech,Bergen,49,305
614,75,15,23,tech,Bergen,234,1217
615,26,7,9,tech,Bergen,61,349
616,30,6,11,tech,Bergen,74,443
617,33,7,12,tech,Bergen,83,459
618,27,6,8,tech,Bergen,64,407
619,47,10,15,tech,Bergen,131,691
620,46,11,15,tech,Bergen,127,703
621,32,8,11,tech,Bergen,80,436
622,32,7,11,tech,Bergen,80,523
623,63,14,22,tech,Bergen,188,956
624,46,12,12,tech,Bergen,127,705
625,59,14,16,tech,Bergen,174,796
626,38,10,13,tech,Bergen,100,645
627,36,8,13,tech,Bergen,93,543
628,29,7,10,tech,Bergen,70,497
629,32,7,9,tech,Bergen,80,365
630,78,17,23,tech,Bergen,245,1282
631,44,12,12,tech,Bergen,120,839
632,36,9,11,tech,Bergen,93,556
633,20,5,7,tech,Bergen,43,276
634,67,13,20,tech,Bergen,203,1256
635,21,6,8,tech,Bergen,46,257
636,65,12,16,tech,Bergen,196,1224
637,32,8,10,tech,Bergen,80,451
638,51,11,16,tech,Bergen,145,832
639,74,18,20,tech,Bergen,230,1295
640,32,9,9,tech,Bergen,80,527
641,51,11,19,tech,Bergen,145,943
642,72,18,23,tech,Bergen,222,1086
643,50,13,13,tech,Bergen,141,815
644,48,12,17,tech,Bergen,134,817
645,37,9,12,tech,Bergen,96,620
646,55,13,18,tech,Bergen,159,1134
647,54,14,18,tech,Bergen,155,1128
648,61,15,19,tech,Bergen,181,1167
649,25,6,7,tech,Bergen,58,282
650,22,4,6,tech,Bergen,49,277
651,75,15,26,tech,Bergen,234,1194
652,78,21,20,tech,Bergen,245,1293
653,37,10,10,tech,Bergen,96,536
654,63,14,17,tech,Bergen,188,950
655,39,10,13,tech,Bergen,103,629
656,50,12,17,tech,Bergen,141,940
657,69,17,24,tech,Bergen,211,1047
658,26,7,9,tech,Bergen,61,446
659,44,9,13,tech,Bergen,120,602
660,50,12,13,tech,Bergen,141,692
661,61,15,19,tech,Bergen,181,931
662,78,20,20,tech,Bergen,245,1480
663,39,11,13,tech,Bergen,103,639
664,65,15,19,tech,Bergen,196,1303
665,64,17,24,tech,Bergen,192,1436
666,61,16,18,tech,Bergen,181,996
667,53,14,19,tech,Bergen,152,1076
668,66,17,19,tech,Bergen,199,1195
669,37,10,10,tech,Bergen,96,553
670,43,10,11,tech,Bergen,117,653
671,71,17,26,tech,Bergen,218,1598
672,24,6,8,tech,Bergen,55,348
673,72,14,23,tech,Bergen,222,1035
674,72,19,22,tech,Bergen,222,1099
675,27,7,9,tech,Bergen,64,322
676,43,9,15,tech,Bergen,117,711
677,55,13,19,tech,Bergen,159,937
678,59,15,21,tech,Bergen,174,871
