id,nr_employees,nr_closed_cubicles,nr_meeting_room_total_occupancy,industry,city,sqm_social_zones,sqm_net_area
68,110,29,23,tech,Oslo,373,1545
69,38,8,9,tech,Oslo,100,483
70,30,6,5,tech,Oslo,74,408
71,82,20,15,tech,Oslo,261,1101
72,108,28,18,tech,Oslo,365,1609
73,113,30,24,tech,Oslo,385,2355
74,55,12,11,tech,Oslo,159,995
75,120,32,29,tech,Oslo,414,2356
76,69,16,15,tech,Oslo,211,1175
77,120,32,26,tech,Oslo,414,2437
78,82,20,20,tech,Oslo,261,1133
79,42,9,10,tech,Oslo,113,628
80,77,19,19,tech,Oslo,241,1086
81,108,28,21,tech,Oslo,365,1912
82,64,15,12,tech,Oslo,192,1168
83,109,28,19,tech,Oslo,369,2153
84,77,19,15,tech,Oslo,241,1506
85,114,30,26,tech,Oslo,389,2188
86,114,30,25,tech,Oslo,389,1695
87,105,27,24,tech,Oslo,352,1678
88,90,23,19,tech,Oslo,292,1325
89,62,14,11,tech,Oslo,185,782
90,88,22,18,tech,Oslo,284,1701
91,67,16,12,tech,Oslo,203,1260
92,86,21,20,tech,Oslo,276,1702
93,109,28,27,tech,Oslo,369,1569
94,103,27,23,tech,Oslo,344,1536
95,35,7,6,tech,Oslo,90,565
96,75,18,16,tech,Oslo,234,1232
97,109,28,23,tech,Oslo,369,2039
98,83,20,17,tech,Oslo,265,1473
99,48,10,10,tech,Oslo,134,850
100,49,11,12,tech,Oslo,138,618
101,74,18,15,tech,Oslo,230,1467
102,87,22,17,tech,Oslo,280,1425
103,46,10,10,tech,Oslo,127,790
104,34,7,8,tech,Oslo,86,567
105,66,15,14,tech,Oslo,199,1111
106,41,8,7,tech,Oslo,110,516
107,36,7,7,tech,Oslo,93,434
108,79,19,16,tech,Oslo,249,1378
109,104,27,18,tech,Oslo,348,1762
110,50,11,10,tech,Oslo,141,617
111,69,16,13,tech,Oslo,211,1091
112,92,23,22,tech,Oslo,300,1418
113,106,28,24,tech,Oslo,357,2038
114,91,23,19,tech,Oslo,296,1617
115,60,14,15,tech,Oslo,177,1128
116,77,19,13,tech,Oslo,241,1058
117,83,20,14,tech,Oslo,265,1310
118,69,16,14,tech,Oslo,211,1278
119,103,27,23,tech,Oslo,344,2042
120,73,17,18,tech,Oslo,226,1184
121,105,27,24,tech,Oslo,352,2212
122,41,8,9,tech,Oslo,110,670
123,75,18,13,tech,Oslo,234,976
124,99,25,20,tech,Oslo,328,1599
125,93,23,21,tech,Oslo,304,1407
126,50,11,11,tech,Oslo,141,631
127,113,30,28,tech,Oslo,385,2210
128,67,16,14,tech,Oslo,203,1115
129,93,23,21,tech,Oslo,304,1327
130,98,25,22,tech,Oslo,324,2026
131,96,24,23,tech,Oslo,316,1486
132,100,26,24,tech,Oslo,332,1953
133,119,32,21,tech,Oslo,410,1999
134,93,23,18,tech,Oslo,304,1591
135,82,20,15,tech,Oslo,261,1413
136,81,20,18,tech,Oslo,257,1273
137,104,27,25,tech,Oslo,348,2168
138,54,12,12,tech,Oslo,155,827
139,115,30,24,tech,Oslo,394,2105
140,81,20,13,tech,Oslo,257,1315
141,71,17,15,tech,Oslo,218,1309
142,44,9,8,tech,Oslo,120,691
143,98,25,22,tech,Oslo,324,1975
144,106,28,23,tech,Oslo,357,2048
145,78,19,16,tech,Oslo,245,1299
146,85,21,18,tech,Oslo,272,1179
147,45,10,9,tech,Oslo,124,725
148,54,12,12,tech,Oslo,155,1006
149,64,15,11,tech,Oslo,192,1087
150,110,29,24,tech,Oslo,373,2231
151,117,31,22,tech,Oslo,402,1865
152,98,25,16,tech,Oslo,324,1471
153,70,17,16,tech,Oslo,215,1210
154,35,7,7,tech,Oslo,90,448
155,85,21,19,tech,Oslo,272,1648
156,95,24,20,tech,Oslo,312,1632
157,36,7,8,tech,Oslo,93,456
158,94,24,17,tech,Oslo,308,1864
159,76,18,18,tech,Oslo,237,1389
160,62,14,11,tech,Oslo,185,918
161,91,23,22,tech,Oslo,296,1626
162,106,28,20,tech,Oslo,357,1525
163,78,19,15,tech,Oslo,245,1278
164,97,25,19,tech,Oslo,320,1381
165,61,14,10,tech,Oslo,181,850
166,52,11,13,tech,Oslo,148,772
167,110,29,27,tech,Oslo,373,1944
168,71,17,13,tech,Oslo,218,1049
169,67,16,13,tech,Oslo,203,955
170,71,17,12,tech,Oslo,218,1362
171,119,32,24,tech,Oslo,410,1728
172,108,28,25,tech,Oslo,365,2250
173,89,22,17,tech,Oslo,288,1228
174,57,13,11,tech,Oslo,166,1049
175,54,12,9,tech,Oslo,155,878
176,81,20,18,tech,Oslo,257,1506
177,32,6,6,tech,Oslo,80,517
178,35,7,7,tech,Oslo,90,553
179,108,28,23,tech,Oslo,365,1513
180,88,22,19,tech,Oslo,284,1215
181,99,25,19,tech,Oslo,328,1743
182,38,8,9,tech,Oslo,100,512
183,43,9,8,tech,Oslo,117,600
184,44,9,10,tech,Oslo,120,694
185,49,11,11,tech,Oslo,138,727
186,118,31,29,tech,Oslo,406,1738
187,104,27,21,tech,Oslo,348,1534
188,101,26,23,tech,Oslo,336,1766
189,52,11,9,tech,Oslo,148,703
190,39,8,9,tech,Oslo,103,489
191,60,14,13,tech,Oslo,177,840
192,76,18,15,tech,Oslo,237,1176
193,56,13,13,tech,Oslo,163,872
194,113,30,19,tech,Oslo,385,1720
195,57,13,14,tech,Oslo,166,1095
196,94,24,21,tech,Oslo,308,1544
197,43,9,9,tech,Oslo,117,737
198,96,24,22,tech,Oslo,316,1330
199,105,27,22,tech,Oslo,352,1608
200,103,27,23,tech,Oslo,344,1463
201,68,16,16,tech,Oslo,207,932
202,92,23,23,tech,Oslo,300,1745
203,50,11,11,tech,Oslo,141,724
204,62,14,15,tech,Oslo,185,1059
205,104,27,24,tech,Oslo,348,1719
206,43,9,10,tech,Oslo,117,654
207,70,17,17,tech,Oslo,215,1323
208,76,18,14,tech,Oslo,237,1180
209,67,16,12,tech,Oslo,203,1034
210,58,13,11,tech,Oslo,170,1084
211,77,19,19,tech,Oslo,241,1308
212,57,13,12,tech,Oslo,166,959
213,68,16,16,tech,Oslo,207,966
214,108,28,25,tech,Oslo,365,1812
215,43,9,10,tech,Oslo,117,785
216,49,11,9,tech,Oslo,138,629
217,75,18,18,tech,Oslo,234,1097
218,104,27,24,tech,Oslo,348,1792
219,65,15,14,tech,Oslo,196,1212
220,71,17,15,tech,Oslo,218,1134
221,117,31,28,tech,Oslo,402,1762
222,36,7,6,tech,Oslo,93,407
223,73,17,16,tech,Oslo,226,988
224,49,11,11,tech,Oslo,138,895
225,115,30,23,tech,Oslo,394,2097
226,62,14,13,tech,Oslo,185,1112
227,112,29,24,tech,Oslo,381,2166
228,33,6,8,tech,Oslo,83,536
229,85,21,15,tech,Oslo,272,1512
230,96,24,24,tech,Oslo,316,1342
231,66,15,12,tech,Oslo,199,1241
232,106,28,25,tech,Oslo,357,1747
233,98,25,22,tech,Oslo,324,1992
234,42,9,7,tech,Oslo,113,728
235,71,17,12,tech,Oslo,218,1019
236,68,16,14,tech,Oslo,207,952
237,98,25,22,tech,Oslo,324,1618
238,110,29,19,tech,Oslo,373,1880
239,89,22,15,tech,Oslo,288,1229
240,45,10,10,tech,Oslo,124,747
241,85,21,15,tech,Oslo,272,1667
242,75,18,14,tech,Oslo,234,1388
243,42,9,10,tech,Oslo,113,724
244,48,10,10,tech,Oslo,134,850
245,33,6,8,tech,Oslo,83,403
246,95,24,18,tech,Oslo,312,1341
247,62,14,13,tech,Oslo,185,904
248,73,17,14,tech,Oslo,226,1272
249,101,26,20,tech,Oslo,336,1776
250,120,32,24,tech,Oslo,414,1718
251,119,32,27,tech,Oslo,410,1939
252,77,19,15,tech,Oslo,241,1366
253,60,14,11,tech,Oslo,177,807
254,67,16,16,tech,Oslo,203,1309
255,60,14,12,tech,Oslo,177,919
256,100,26,20,tech,Oslo,332,1555
257,104,27,22,tech,Oslo,348,1922
258,71,17,12,tech,Oslo,218,1190
259,97,25,21,tech,Oslo,320,1479
260,70,17,16,tech,Oslo,215,1244
261,67,16,14,tech,Oslo,203,1269
262,95,24,23,tech,Oslo,312,1490
263,89,22,15,tech,Oslo,288,1274
264,59,13,11,tech,Oslo,174,841
265,32,6,7,tech,Oslo,80,408
266,52,11,11,tech,Oslo,148,774
267,84,21,20,tech,Oslo,268,1669
268,32,6,6,tech,Oslo,80,495
269,92,23,22,tech,Oslo,300,1895
270,103,27,24,tech,Oslo,344,1851
271,40,8,10,tech,Oslo,106,543
272,93,23,19,tech,Oslo,304,1662
273,62,14,11,tech,Oslo,185,1065
274,57,13,14,tech,Oslo,166,847
275,113,30,19,tech,Oslo,385,2189
276,56,13,14,tech,Oslo,163,879
277,64,15,12,tech,Oslo,192,1065
278,110,29,20,tech,Oslo,373,2041
279,98,25,16,tech,Oslo,324,1653
280,35,7,8,tech,Oslo,90,531
281,108,28,21,tech,Oslo,365,1631
282,86,21,20,tech,Oslo,276,1203
283,46,10,10,tech,Oslo,127,706
284,53,12,9,tech,Oslo,152,798
285,32,6,7,tech,Oslo,80,485
286,85,21,18,tech,Oslo,272,1481
287,92,23,21,tech,Oslo,300,1902
288,81,20,20,tech,Oslo,257,1412
289,33,6,7,tech,Oslo,83,536
290,55,12,10,tech,Oslo,159,1020
291,56,13,11,tech,Oslo,163,733
292,109,28,24,tech,Oslo,369,1607
293,119,32,23,tech,Oslo,410,1973
294,51,11,9,tech,Oslo,145,730
295,102,26,23,tech,Oslo,340,1460
296,46,10,8,tech,Oslo,127,703
297,101,26,17,tech,Oslo,336,1768
298,43,9,8,tech,Oslo,117,683
299,57,13,10,tech,Oslo,166,782
300,46,10,8,tech,Oslo,127,828
301,77,19,15,tech,Oslo,241,1251
302,32,6,7,tech,Oslo,80,435
303,118,31,26,tech,Oslo,406,1719
304,50,11,11,tech,Oslo,141,701
305,79,19,15,tech,Oslo,249,1448
306,112,29,24,tech,Oslo,381,2205
307,34,7,7,tech,Oslo,86,456
308,75,18,16,tech,Oslo,234,1071
309,87,22,19,tech,Oslo,280,1352
310,80,20,18,tech,Oslo,253,1368
311,38,8,7,tech,Oslo,100,570
312,66,15,15,tech,Oslo,199,872
313,42,9,8,tech,Oslo,113,519
314,30,6,7,tech,Oslo,74,483
315,47,10,9,tech,Oslo,131,825
316,34,7,6,tech,Oslo,86,555
317,82,20,15,tech,Oslo,261,1522
318,88,22,22,tech,Oslo,284,1417
319,115,30,25,tech,Oslo,394,1789
320,55,12,12,tech,Oslo,159,857
321,42,9,9,tech,Oslo,113,722
322,94,24,22,tech,Oslo,308,1601
323,112,29,24,tech,Oslo,381,2048
324,78,19,19,tech,Oslo,245,1071
325,112,29,26,tech,Oslo,381,2322
326,49,11,11,tech,Oslo,138,712
327,77,19,13,tech,Oslo,241,1474
328,62,14,12,tech,Oslo,185,1113
329,114,30,23,tech,Oslo,389,1822
330,59,13,11,tech,Oslo,174,1044
331,108,28,26,tech,Oslo,365,2011
332,81,20,18,tech,Oslo,257,1451
333,62,14,12,tech,Oslo,185,995
334,64,15,12,tech,Oslo,192,973
335,99,25,21,tech,Oslo,328,1453
336,46,10,10,tech,Oslo,127,670
337,96,24,18,tech,Oslo,316,1548
338,51,11,11,tech,Oslo,145,840
339,79,19,16,tech,Oslo,249,1497
340,115,30,28,tech,Oslo,394,1892
341,115,30,24,tech,Oslo,394,2227
342,58,13,14,tech,Oslo,170,990
343,69,16,17,tech,Oslo,211,1168
344,53,12,12,tech,Oslo,152,814
345,49,11,11,tech,Oslo,138,742
346,74,18,18,tech,Oslo,230,1271
347,111,29,23,tech,Oslo,377,1713
348,39,8,9,tech,Oslo,103,646
349,35,7,9,tech,Oslo,90,430
350,118,31,27,tech,Oslo,406,1789
351,90,23,22,tech,Oslo,292,1455
352,80,20,19,tech,Oslo,253,1431
353,90,23,22,tech,Oslo,292,1283
354,102,26,18,tech,Oslo,340,1722
355,107,28,26,tech,Oslo,361,2261
356,57,13,12,tech,Oslo,166,842
357,85,21,15,tech,Oslo,272,1568
358,86,21,18,tech,Oslo,276,1292
359,86,21,21,tech,Oslo,276,1697
360,118,31,23,tech,Oslo,406,2134
361,76,18,16,tech,Oslo,237,1007
362,70,17,12,tech,Oslo,215,950
363,57,13,11,tech,Oslo,166,771
364,70,17,13,tech,Oslo,215,945
365,51,11,8,tech,Oslo,145,691
366,82,20,15,tech,Oslo,261,1250
367,34,7,7,tech,Oslo,86,475
368,38,8,8,tech,Oslo,100,499
369,114,30,22,tech,Oslo,389,2352
370,64,15,12,tech,Oslo,192,860
371,77,19,13,tech,Oslo,241,1399
372,67,16,15,tech,Oslo,203,1212
373,54,12,12,tech,Oslo,155,699
374,115,30,20,tech,Oslo,394,2210
375,98,25,24,tech,Oslo,324,1804
376,116,31,28,tech,Oslo,398,2062
377,103,27,22,tech,Oslo,344,1493
378,65,15,12,tech,Oslo,196,913
379,34,7,7,tech,Oslo,86,505
380,77,19,18,tech,Oslo,241,1236
381,119,32,23,tech,Oslo,410,2476
382,115,30,21,tech,Oslo,394,2000
383,63,15,10,tech,Oslo,188,1133
384,97,25,21,tech,Oslo,320,1764
385,39,8,7,tech,Oslo,103,640
386,59,13,12,tech,Oslo,174,904
387,88,22,16,tech,Oslo,284,1210
388,57,13,11,tech,Oslo,166,816
389,60,14,11,tech,Oslo,177,873
390,54,12,12,tech,Oslo,155,827
391,103,27,25,tech,Oslo,344,2060
392,90,23,20,tech,Oslo,292,1827
393,89,22,19,tech,Oslo,288,1226
394,80,20,14,tech,Oslo,253,1216
395,96,24,21,tech,Oslo,316,1753
396,102,26,21,tech,Oslo,340,1923
397,44,9,10,tech,Oslo,120,641
398,91,23,18,tech,Oslo,296,1639
399,56,13,12,tech,Oslo,163,962
400,68,16,14,tech,Oslo,207,1130
401,91,23,20,tech,Oslo,296,1875
402,53,12,9,tech,Oslo,152,847
403,79,19,17,tech,Oslo,249,1294
404,34,7,8,tech,Oslo,86,508
405,69,16,15,tech,Oslo,211,1163
406,61,14,11,tech,Oslo,181,925
407,120,32,23,tech,Oslo,414,1754
408,108,28,24,tech,Oslo,365,1595
409,101,26,19,tech,Oslo,336,1525
410,59,13,10,tech,Oslo,174,1044
411,103,27,21,tech,Oslo,344,2095
412,80,20,17,tech,Oslo,253,1481
413,66,15,14,tech,Oslo,199,1196
414,48,10,11,tech,Oslo,134,800
415,77,19,15,tech,Oslo,241,1111
416,120,32,25,tech,Oslo,414,1831
417,39,8,9,tech,Oslo,103,582
418,89,22,18,tech,Oslo,288,1807
419,84,21,19,tech,Oslo,268,1403
420,97,25,24,tech,Oslo,320,1483
421,60,14,14,tech,Oslo,177,1149
422,120,32,23,tech,Oslo,414,2324
423,99,25,19,tech,Oslo,328,1913
424,54,12,13,tech,Oslo,155,688
425,104,27,24,tech,Oslo,348,1536
426,70,17,12,tech,Oslo,215,1300
427,30,6,5,tech,Oslo,74,371
428,102,26,24,tech,Oslo,340,1949
429,58,13,14,tech,Oslo,170,1074
430,93,23,18,tech,Oslo,304,1843
431,31,6,5,tech,Oslo,77,382
432,105,27,21,tech,Oslo,352,2074
433,56,13,12,tech,Oslo,163,927
434,91,23,21,tech,Oslo,296,1838
435,63,15,13,tech,Oslo,188,886
436,65,15,16,tech,Oslo,196,1198
437,72,17,18,tech,Oslo,222,1050
438,107,28,22,tech,Oslo,361,1756
439,50,11,10,tech,Oslo,141,871
440,48,10,10,tech,Oslo,134,857
441,80,20,13,tech,Oslo,253,1117
442,91,23,18,tech,Oslo,296,1840
443,67,16,16,tech,Oslo,203,1165
444,44,9,9,tech,Oslo,120,693
445,57,13,11,tech,Oslo,166,717
446,89,22,19,tech,Oslo,288,1438
447,104,27,20,tech,Oslo,348,1887
448,81,20,20,tech,Oslo,257,1329
449,103,27,22,tech,Oslo,344,2122
450,100,26,17,tech,Oslo,332,1788
451,87,22,15,tech,Oslo,280,1438
452,120,32,20,tech,Oslo,414,2004
453,56,13,11,tech,Oslo,163,874
454,116,31,25,tech,Oslo,398,1750
455,81,20,15,tech,Oslo,257,1318
456,85,21,14,tech,Oslo,272,1264
457,54,12,11,tech,Oslo,155,794
458,59,13,11,tech,Oslo,174,952
459,79,19,15,tech,Oslo,249,1226
460,64,15,13,tech,Oslo,192,826
461,89,22,21,tech,Oslo,288,1576
462,83,20,20,tech,Oslo,265,1272
463,51,11,9,tech,Oslo,145,660
464,80,20,17,tech,Oslo,253,1549
465,70,17,12,tech,Oslo,215,1278
466,69,16,16,tech,Oslo,211,955
467,104,27,20,tech,Oslo,348,1797
468,75,18,18,tech,Oslo,234,1324
469,43,9,8,tech,Oslo,117,613
470,86,21,21,tech,Oslo,276,1431
471,39,8,8,tech,Oslo,103,638
472,120,32,27,tech,Oslo,414,2274
473,90,23,21,tech,Oslo,292,1510
474,66,15,15,tech,Oslo,199,1033
475,52,11,12,tech,Oslo,148,789
476,100,26,23,tech,Oslo,332,1909
477,53,12,10,tech,Oslo,152,839
478,60,14,11,tech,Oslo,177,835
479,95,24,19,tech,Oslo,312,1591
480,66,15,15,tech,Oslo,199,1151
481,82,20,18,tech,Oslo,261,1176
482,91,23,19,tech,Oslo,296,1477
483,56,13,13,tech,Oslo,163,1007
484,117,31,22,tech,Oslo,402,1988
485,32,6,6,tech,Oslo,80,441
486,52,11,12,tech,Oslo,148,814
487,46,10,10,tech,Oslo,127,734
488,95,24,19,tech,Oslo,312,1445
489,101,26,17,tech,Oslo,336,1837
490,89,22,15,tech,Oslo,288,1452
491,75,18,13,tech,Oslo,234,1135
492,50,11,10,tech,Oslo,141,786
493,82,20,19,tech,Oslo,261,1335
494,64,15,14,tech,Oslo,192,999
495,34,7,7,tech,Oslo,86,431
496,46,10,8,tech,Oslo,127,690
497,111,29,25,tech,Oslo,377,2021
498,104,27,25,tech,Oslo,348,1672
499,31,6,7,tech,Oslo,77,506
500,51,11,18,tech,Bergen,145,465
501,70,17,18,tech,Bergen,215,859
502,45,12,15,tech,Bergen,124,1725
503,59,14,22,tech,Bergen,174,865
504,39,10,10,tech,Bergen,103,1540
505,58,13,20,tech,Bergen,170,894
506,22,6,7,tech,Bergen,49,1315
507,23,4,7,tech,Bergen,52,319
508,39,8,11,tech,Bergen,103,458
509,36,8,11,tech,Bergen,93,702
510,71,16,26,tech,Bergen,218,749
511,33,9,11,tech,Bergen,83,1347
512,74,16,25,tech,Bergen,230,531
513,73,20,22,tech,Bergen,226,1948
514,74,20,24,tech,Bergen,230,1690
515,26,7,9,tech,Bergen,61,1679
516,61,13,20,tech,Bergen,181,483
517,49,13,15,tech,Bergen,138,1253
518,71,17,19,tech,Bergen,218,1224
519,42,11,11,tech,Bergen,113,1852
520,27,6,9,tech,Bergen,64,708
521,61,13,22,tech,Bergen,181,492
522,40,10,15,tech,Bergen,106,1240
523,24,6,9,tech,Bergen,55,962
524,73,15,25,tech,Bergen,226,479
525,80,22,22,tech,Bergen,253,1899
526,56,15,17,tech,Bergen,163,1776
527,57,14,16,tech,Bergen,166,969
528,49,12,17,tech,Bergen,138,1085
529,57,14,20,tech,Bergen,166,1133
530,39,10,12,tech,Bergen,103,1112
531,67,15,19,tech,Bergen,203,928
532,40,11,12,tech,Bergen,106,1310
533,54,13,17,tech,Bergen,155,799
534,59,15,15,tech,Bergen,174,1223
535,27,7,7,tech,Bergen,64,1010
536,71,15,21,tech,Bergen,218,565
537,25,7,9,tech,Bergen,58,1343
538,78,16,21,tech,Bergen,245,446
539,47,13,15,tech,Bergen,131,1554
540,53,13,15,tech,Bergen,152,831
541,77,19,29,tech,Bergen,241,1183
542,72,20,20,tech,Bergen,222,1797
543,73,20,24,tech,Bergen,226,1683
544,21,6,5,tech,Bergen,46,1656
545,47,9,13,tech,Bergen,131,306
546,40,10,12,tech,Bergen,106,1054
547,27,6,10,tech,Bergen,64,746
548,27,6,8,tech,Bergen,64,429
549,71,15,26,tech,Bergen,218,412
550,55,15,17,tech,Bergen,159,1487
551,62,16,23,tech,Bergen,185,975
552,54,14,15,tech,Bergen,155,1282
553,78,20,24,tech,Bergen,245,1167
554,24,7,8,tech,Bergen,55,1434
555,32,6,10,tech,Bergen,80,360
556,27,6,9,tech,Bergen,64,536
557,53,11,13,tech,Bergen,152,413
558,80,20,24,tech,Bergen,253,885
559,31,9,10,tech,Bergen,77,1835
560,60,13,22,tech,Bergen,177,681
561,79,20,21,tech,Bergen,249,1350
562,53,15,18,tech,Bergen,152,1718
563,39,10,12,tech,Bergen,103,911
564,53,12,15,tech,Bergen,152,665
565,39,10,15,tech,Bergen,103,1079
566,49,11,15,tech,Bergen,138,786
567,37,9,10,tech,Bergen,96,1211
568,55,13,17,tech,Bergen,159,748
569,25,6,8,tech,Bergen,58,1351
570,74,15,24,tech,Bergen,230,376
571,56,15,21,tech,Bergen,163,1355
572,51,13,15,tech,Bergen,145,1067
573,72,18,26,tech,Bergen,222,935
574,73,20,19,tech,Bergen,226,1375
575,24,6,7,tech,Bergen,55,1342
576,56,11,15,tech,Bergen,163,476
577,65,16,18,tech,Bergen,196,1218
578,42,11,15,tech,Bergen,113,1197
579,62,15,18,tech,Bergen,185,931
580,41,11,11,tech,Bergen,110,1524
581,24,6,9,tech,Bergen,55,917
582,58,12,15,tech,Bergen,170,522
583,80,20,29,tech,Bergen,253,1052
584,67,18,23,tech,Bergen,203,1817
585,72,19,24,tech,Bergen,222,1381
586,25,7,8,tech,Bergen,58,1400
587,39,8,10,tech,Bergen,103,520
588,63,15,18,tech,Bergen,188,897
589,28,7,10,tech,Bergen,67,1304
590,42,9,15,tech,Bergen,113,503
591,59,14,18,tech,Bergen,174,953
592,69,18,20,tech,Bergen,211,1404
593,44,12,16,tech,Bergen,120,1433
594,49,12,17,tech,Bergen,138,852
595,29,7,11,tech,Bergen,70,1205
596,64,14,20,tech,Bergen,192,605
597,61,16,15,tech,Bergen,181,1126
598,46,12,14,tech,Bergen,127,1193
599,71,17,22,tech,Bergen,218,878
600,69,19,22,tech,Bergen,211,1485
601,64,17,23,tech,Bergen,192,1344
602,61,16,22,tech,Bergen,181,1700
603,37,10,12,tech,Bergen,96,1538
604,43,10,14,tech,Bergen,117,783
605,31,7,11,tech,Bergen,77,783
606,39,8,10,tech,Bergen,103,583
607,52,12,15,tech,Bergen,148,889
608,74,18,20,tech,Bergen,230,1122
609,54,15,19,tech,Bergen,155,1802
610,32,8,8,tech,Bergen,80,1028
611,54,12,18,tech,Bergen,155,681
612,69,17,19,tech,Bergen,211,1202
613,51,14,14,tech,Bergen,145,1587
614,21,5,7,tech,Bergen,46,1124
615,68,13,23,tech,Bergen,207,328
616,63,17,22,tech,Bergen,188,1198
617,55,14,19,tech,Bergen,159,1413
618,72,18,25,tech,Bergen,222,1102
619,56,15,21,tech,Bergen,163,1451
620,36,9,10,tech,Bergen,93,1300
621,63,14,23,tech,Bergen,188,706
622,70,18,24,tech,Bergen,215,1571
623,23,6,6,tech,Bergen,52,1435
624,53,10,19,tech,Bergen,152,447
625,23,6,8,tech,Bergen,52,1321
626,75,15,23,tech,Bergen,234,455
627,40,11,15,tech,Bergen,106,1501
628,73,17,19,tech,Bergen,226,829
629,52,14,16,tech,Bergen,148,1682
630,24,6,9,tech,Bergen,55,933
631,31,6,9,tech,Bergen,77,409
632,46,10,16,tech,Bergen,127,603
633,20,5,7,tech,Bergen,43,1137
634,39,7,14,tech,Bergen,103,285
635,28,6,7,tech,Bergen,67,848
636,47,10,15,tech,Bergen,131,561
637,56,14,18,tech,Bergen,163,1154
638,71,18,21,tech,Bergen,218,1115
639,28,8,10,tech,Bergen,67,1782
640,41,9,14,tech,Bergen,110,497
641,78,18,23,tech,Bergen,245,757
642,41,11,11,tech,Bergen,110,2033
643,28,7,10,tech,Bergen,67,861
644,77,16,28,tech,Bergen,241,581
645,76,21,20,tech,Bergen,237,1809
646,55,15,16,tech,Bergen,159,1954
647,38,10,11,tech,Bergen,100,934
648,69,16,18,tech,Bergen,211,671
649,33,9,9,tech,Bergen,83,1259
650,47,10,12,tech,Bergen,131,737
651,35,8,12,tech,Bergen,90,1089
652,40,9,11,tech,Bergen,106,633
653,32,7,11,tech,Bergen,80,734
654,30,7,11,tech,Bergen,74,682
655,55,12,19,tech,Bergen,159,621
656,80,20,20,tech,Bergen,253,1092
657,78,22,24,tech,Bergen,245,2054
658,24,7,6,tech,Bergen,55,1549
659,68,14,26,tech,Bergen,207,470
660,25,7,8,tech,Bergen,58,1769
661,36,7,11,tech,Bergen,93,511
662,79,18,21,tech,Bergen,249,819
663,39,11,13,tech,Bergen,103,2024
664,44,10,15,tech,Bergen,120,660
665,76,18,26,tech,Bergen,237,782
666,32,9,11,tech,Bergen,80,1764
667,25,5,9,tech,Bergen,58,582
668,47,10,17,tech,Bergen,131,520
669,44,11,14,tech,Bergen,120,898
670,69,16,17,tech,Bergen,211,1040
671,76,20,20,tech,Bergen,237,1431
672,69,19,25,tech,Bergen,211,1626
